Tasa de intervención de política monetaria (%)
5,00
5,00
5,00
5,00
5,00
5,00
5,00
5,00
5,00
5,00
5,00
5,00
5,00
5,00
5,00
5,00
5,00
5,00
5,00
5,00
5,00
5,00
5,00
5,00
5,00
5,00
5,00
5,00
5,00
5,00
5,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
4,00
3,00
3,00
3,00
3,00
3,00
3,00
3,00
3,00
3,00
3,00
3,00
3,00
3,00
3,00
3,00
3,00
3,00
3,00
3,00
3,00
3,00
3,00
3,00
3,00
3,00
3,00
3,00
3,00
3,00
3,00
3,00
3,00
3,00
3,00
3,00
3,00
3,00
3,00
3,00
3,00
3,00
3,00
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,00
2,00
2,00
2,00
2,00
2,00
2,00
2,00
2,00
2,00
2,00
2,00
2,00
2,00
2,00
2,00
2,00
2,00
2,00
2,00
2,00
2,00
2,00
2,00
2,00
2,00
2,00
2,00
2,00
2,00
2,00
2,00
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
